ServiceName                                              Action                                                                           AccessLevel             Description
AWS Snow Device Management                               snow-device-management:ListTasks                                                 List                    Grants permission to list tasks
AWS Snow Device Management                               snow-device-management:TagResource                                               Tagging                 Grants permission to tag a resource
AWS Snow Device Management                               snow-device-management:UntagResource                                             Tagging                 Grants permission to untag a resource
Amazon SNS                                               sns:AddPermission                                                                Permissions management  Grants permission to add a statement to a topic's access control policy, granting access for the specified AWS accounts to the specified actions
Amazon SNS                                               sns:CheckIfPhoneNumberIsOptedOut                                                 Read                    Grants permission to accept a phone number and indicate whether the phone holder has opted out of receiving SMS messages from your account
Amazon SNS                                               sns:ConfirmSubscription                                                          Write                   Grants permission to verify an endpoint owner's intent to receive messages by validating the token sent to the endpoint by an earlier Subscribe action
Amazon SNS                                               sns:CreatePlatformApplication                                                    Write                   Grants permission to create a platform application object for one of the supported push notification services, such as APNS and GCM, to which devices and mobile apps may register
Amazon SNS                                               sns:CreatePlatformEndpoint                                                       Write                   Grants permission to create an endpoint for a device and mobile app on one of the supported push notification services, such as GCM and APNS
Amazon SNS                                               sns:CreateSMSSandboxPhoneNumber                                                  Write                   Grants permission to add a destination phone number and send a one-time password (OTP) to that phone number for an AWS account
Amazon SNS                                               sns:CreateTopic                                                                  Write                   Grants permission to create a topic to which notifications can be published
Amazon SNS                                               sns:DeleteEndpoint                                                               Write                   Grants permission to delete the endpoint for a device and mobile app from Amazon SNS
Amazon SNS                                               sns:DeletePlatformApplication                                                    Write                   Grants permission to delete a platform application object for one of the supported push notification services, such as APNS and GCM
Amazon SNS                                               sns:DeleteSMSSandboxPhoneNumber                                                  Write                   Grants permission to delete an AWS account's verified or pending phone number
Amazon SNS                                               sns:DeleteTopic                                                                  Write                   Grants permission to delete a topic and all its subscriptions
Amazon SNS                                               sns:GetDataProtectionPolicy                                                      Read                    Grants permission to return the data protection policy of the topic
Amazon SNS                                               sns:GetEndpointAttributes                                                        Read                    Grants permission to retrieve the endpoint attributes for a device on one of the supported push notification services, such as GCM and APNS
Amazon SNS                                               sns:GetPlatformApplicationAttributes                                             Read                    Grants permission to retrieve the attributes of the platform application object for the supported push notification services, such as APNS and GCM
Amazon SNS                                               sns:GetSMSAttributes                                                             Read                    Grants permission to return the settings for sending SMS messages from your account
Amazon SNS                                               sns:GetSMSSandboxAccountStatus                                                   Read                    Grants permission to retrieve the sandbox status for the calling account in the target region
Amazon SNS                                               sns:GetSubscriptionAttributes                                                    Read                    Grants permission to return all of the properties of a subscription
Amazon SNS                                               sns:GetTopicAttributes                                                           Read                    Grants permission to return all of the properties of a topic
Amazon SNS                                               sns:ListEndpointsByPlatformApplication                                           List                    Grants permission to list the endpoints and endpoint attributes for devices in a supported push notification service, such as GCM and APNS
Amazon SNS                                               sns:ListOriginationNumbers                                                       List                    Grants permission to list all origination numbers, and their metadata
Amazon SNS                                               sns:ListPhoneNumbersOptedOut                                                     Read                    Grants permission to return a list of phone numbers that are opted out, meaning you cannot send SMS messages to them
Amazon SNS                                               sns:ListPlatformApplications                                                     List                    Grants permission to list the platform application objects for the supported push notification services, such as APNS and GCM
Amazon SNS                                               sns:ListSMSSandboxPhoneNumbers                                                   List                    Grants permission to list the calling account's current pending and verified destination phone numbers
Amazon SNS                                               sns:ListSubscriptions                                                            List                    Grants permission to return a list of the requester's subscriptions
Amazon SNS                                               sns:ListSubscriptionsByTopic                                                     List                    Grants permission to return a list of the subscriptions to a specific topic
Amazon SNS                                               sns:ListTagsForResource                                                          Read                    Grants permission to list all tags added to the specified Amazon SNS topic
Amazon SNS                                               sns:ListTopics                                                                   List                    Grants permission to return a list of the requester's topics
Amazon SNS                                               sns:OptInPhoneNumber                                                             Write                   Grants permission to opt in a phone number that is currently opted out, which enables you to resume sending SMS messages to the number
Amazon SNS                                               sns:Publish                                                                      Write                   Grants permission to send a message to all of a topic's subscribed endpoints
Amazon SNS                                               sns:PutDataProtectionPolicy                                                      Write                   Grants permission to allow a topic owner to set the data protection policy
Amazon SNS                                               sns:RemovePermission                                                             Permissions management  Grants permission to remove a statement from a topic's access control policy
Amazon SNS                                               sns:SetEndpointAttributes                                                        Write                   Grants permission to set the attributes for an endpoint for a device on one of the supported push notification services, such as GCM and APNS
Amazon SNS                                               sns:SetPlatformApplicationAttributes                                             Write                   Grants permission to set the attributes of the platform application object for the supported push notification services, such as APNS and GCM
Amazon SNS                                               sns:SetSMSAttributes                                                             Write                   Grants permission to set the default settings for sending SMS messages and receiving daily SMS usage reports
Amazon SNS                                               sns:SetSubscriptionAttributes                                                    Write                   Grants permission to allow a subscription owner to set an attribute of the topic to a new value
Amazon SNS                                               sns:SetTopicAttributes                                                           Permissions management  Grants permission to allow a topic owner to set an attribute of the topic to a new value
Amazon SNS                                               sns:Subscribe                                                                    Write                   Grants permission to prepare to subscribe an endpoint by sending the endpoint a confirmation message
Amazon SNS                                               sns:TagResource                                                                  Tagging                 Grants permission to add tags to the specified Amazon SNS topic
Amazon SNS                                               sns:Unsubscribe                                                                  Write                   Grants permission to delete a subscription
Amazon SNS                                               sns:UntagResource                                                                Tagging                 Grants permission to remove tags from the specified Amazon SNS topic
Amazon SNS                                               sns:VerifySMSSandboxPhoneNumber                                                  Write                   Grants permission to verify a destination phone number with a one-time password (OTP) for an AWS account
AWS SQL Workbench                                        sqlworkbench:AssociateConnectionWithChart                                        Write                   Grants permission to associate connection to a chart
AWS SQL Workbench                                        sqlworkbench:AssociateConnectionWithTab                                          Write                   Grants permission to associate connection to a tab
AWS SQL Workbench                                        sqlworkbench:AssociateNotebookWithTab                                            Write                   Grants permission to associate notebook to a tab
AWS SQL Workbench                                        sqlworkbench:AssociateQueryWithTab                                               Write                   Grants permission to associate query to a tab
AWS SQL Workbench                                        sqlworkbench:BatchDeleteFolder                                                   Write                   Grants permission to delete folders on your account
AWS SQL Workbench                                        sqlworkbench:BatchGetNotebookCell                                                Read                    Grants permission to get notebook cells content on your account
AWS SQL Workbench                                        sqlworkbench:CreateAccount                                                       Write                   Grants permission to create SQLWorkbench account
AWS SQL Workbench                                        sqlworkbench:CreateChart                                                         Write                   Grants permission to create new saved chart on your account
AWS SQL Workbench                                        sqlworkbench:CreateConnection                                                    Write                   Grants permission to create a new connection on your account
AWS SQL Workbench                                        sqlworkbench:CreateFolder                                                        Write                   Grants permission to create folder on your account
AWS SQL Workbench                                        sqlworkbench:CreateNotebook                                                      Write                   Grants permission to create a new notebook on your account
AWS SQL Workbench                                        sqlworkbench:CreateNotebookCell                                                  Write                   Grants permission to create a notebook cell on your account
AWS SQL Workbench                                        sqlworkbench:CreateNotebookFromVersion                                           Write                   Grants permission to create a new notebook from a notebook version on your account
AWS SQL Workbench                                        sqlworkbench:CreateNotebookVersion                                               Write                   Grants permission to create a notebook version on your account
AWS SQL Workbench                                        sqlworkbench:CreateSavedQuery                                                    Write                   Grants permission to create a new saved query on your account
AWS SQL Workbench                                        sqlworkbench:DeleteChart                                                         Write                   Grants permission to remove charts on your account
AWS SQL Workbench                                        sqlworkbench:DeleteConnection                                                    Write                   Grants permission to remove connections on your account
AWS SQL Workbench                                        sqlworkbench:DeleteNotebook                                                      Write                   Grants permission to remove notebooks on your account
AWS SQL Workbench                                        sqlworkbench:DeleteNotebookCell                                                  Write                   Grants permission to remove notebooks cells on your account
AWS SQL Workbench                                        sqlworkbench:DeleteNotebookVersion                                               Write                   Grants permission to remove notebooks cells on your account
AWS SQL Workbench                                        sqlworkbench:DeleteSavedQuery                                                    Write                   Grants permission to remove saved queries on your account
AWS SQL Workbench                                        sqlworkbench:DeleteTab                                                           Write                   Grants permission to remove a tab on your account
AWS SQL Workbench                                        sqlworkbench:DriverExecute                                                       Write                   Grants permission to execute a query in your redshift cluster
AWS SQL Workbench                                        sqlworkbench:DuplicateNotebook                                                   Write                   Grants permission to create a new notebook by duplicating an existing one on your account
AWS SQL Workbench                                        sqlworkbench:ExportNotebook                                                      Read                    Grants permission to export a notebook on your account
AWS SQL Workbench                                        sqlworkbench:GenerateSession                                                     Write                   Grants permission to generate a new session on your account
AWS SQL Workbench                                        sqlworkbench:GetAccountInfo                                                      Read                    Grants permission to get account info
AWS SQL Workbench                                        sqlworkbench:GetAccountSettings                                                  Read                    Grants permission to get account settings
AWS SQL Workbench                                        sqlworkbench:GetAutocompletionMetadata                                           Read                    Grants permission to get database structure metadata for auto-completion
AWS SQL Workbench                                        sqlworkbench:GetAutocompletionResource                                           Read                    Grants permission to get database structure information for auto-completion
AWS SQL Workbench                                        sqlworkbench:GetChart                                                            Read                    Grants permission to get charts on your account
AWS SQL Workbench                                        sqlworkbench:GetConnection                                                       Read                    Grants permission to get connections on your account
AWS SQL Workbench                                        sqlworkbench:GetNotebook                                                         Read                    Grants permission to get notebook metadata on your account
AWS SQL Workbench                                        sqlworkbench:GetNotebookVersion                                                  Read                    Grants permission to get the content of a notebook version on your account
AWS SQL Workbench                                        sqlworkbench:GetQSqlRecommendations                                              Read                    Grants permission to get text to SQL recommendations
AWS SQL Workbench                                        sqlworkbench:GetQueryExecutionHistory                                            Read                    Grants permission to get the query execution history on your account
AWS SQL Workbench                                        sqlworkbench:GetSavedQuery                                                       Read                    Grants permission to get saved query on your account
AWS SQL Workbench                                        sqlworkbench:GetSchemaInference                                                  Read                    Grants permission to get the columns and data types inferred from a file
AWS SQL Workbench                                        sqlworkbench:GetUserInfo                                                         Read                    Grants permission to get user info
AWS SQL Workbench                                        sqlworkbench:GetUserWorkspaceSettings                                            Read                    Grants permission to get workspace settings on your account
AWS SQL Workbench                                        sqlworkbench:ImportNotebook                                                      Write                   Grants permission to import a notebook on your account
AWS SQL Workbench                                        sqlworkbench:ListConnections                                                     List                    Grants permission to list the connections on your account
AWS SQL Workbench                                        sqlworkbench:ListDatabases                                                       List                    Grants permission to list databases of your redshift cluster
AWS SQL Workbench                                        sqlworkbench:ListFiles                                                           List                    Grants permission to list files and folders
AWS SQL Workbench                                        sqlworkbench:ListNotebooks                                                       List                    Grants permission to list the notebooks on your account
AWS SQL Workbench                                        sqlworkbench:ListNotebookVersions                                                List                    Grants permission to get notebook versions metadata on your account
AWS SQL Workbench                                        sqlworkbench:ListQueryExecutionHistory                                           List                    Grants permission to list the query execution history on your account
AWS SQL Workbench                                        sqlworkbench:ListRedshiftClusters                                                List                    Grants permission to list redshift clusters on your account
AWS SQL Workbench                                        sqlworkbench:ListSampleDatabases                                                 Read                    Grants permission to list sample databases
AWS SQL Workbench                                        sqlworkbench:ListSavedQueryVersions                                              List                    Grants permission to list versions of saved query on your account
AWS SQL Workbench                                        sqlworkbench:ListTabs                                                            List                    Grants permission to list tabs on your account
AWS SQL Workbench                                        sqlworkbench:ListTaggedResources                                                 Read                    Grants permission to list tagged resources
AWS SQL Workbench                                        sqlworkbench:ListTagsForResource                                                 Read                    Grants permission to list the tags of an sqlworkbench resource
AWS SQL Workbench                                        sqlworkbench:PutTab                                                              Write                   Grants permission to create or update a tab on your account
AWS SQL Workbench                                        sqlworkbench:PutUserWorkspaceSettings                                            Write                   Grants permission to update workspace settings on your account
AWS SQL Workbench                                        sqlworkbench:RestoreNotebookVersion                                              Write                   Grants permission to restore a notebook on your account to a version
AWS SQL Workbench                                        sqlworkbench:TagResource                                                         Tagging                 Grants permission to tag an sqlworkbench resource
AWS SQL Workbench                                        sqlworkbench:UntagResource                                                       Tagging                 Grants permission to untag an sqlworkbench resource
AWS SQL Workbench                                        sqlworkbench:UpdateAccountConnectionSettings                                     Write                   Grants permission to update account-wide connection settings
AWS SQL Workbench                                        sqlworkbench:UpdateAccountExportSettings                                         Write                   Grants permission to update account-wide export settings
AWS SQL Workbench                                        sqlworkbench:UpdateAccountGeneralSettings                                        Write                   Grants permission to update account-wide general settings
AWS SQL Workbench                                        sqlworkbench:UpdateAccountQSqlSettings                                           Write                   Grants permission to update account-wide text to SQL settings
AWS SQL Workbench                                        sqlworkbench:UpdateChart                                                         Write                   Grants permission to update a chart on your account
AWS SQL Workbench                                        sqlworkbench:UpdateConnection                                                    Write                   Grants permission to update a connection on your account
AWS SQL Workbench                                        sqlworkbench:UpdateFileFolder                                                    Write                   Grants permission to move files on your account
AWS SQL Workbench                                        sqlworkbench:UpdateFolder                                                        Write                   Grants permission to update a folder's name and details on your account
AWS SQL Workbench                                        sqlworkbench:UpdateNotebook                                                      Write                   Grants permission to update a notebook metadata on your account
AWS SQL Workbench                                        sqlworkbench:UpdateNotebookCellContent                                           Write                   Grants permission to update a notebook cell content on your account
AWS SQL Workbench                                        sqlworkbench:UpdateNotebookCellLayout                                            Write                   Grants permission to update a notebook cell layout on your account
AWS SQL Workbench                                        sqlworkbench:UpdateSavedQuery                                                    Write                   Grants permission to update a saved query on your account
Amazon SQS                                               sqs:AddPermission                                                                Permissions management  Grants permission to a queue for a specific principal
Amazon SQS                                               sqs:CancelMessageMoveTask                                                        Write                   Grants permission to cancel an in progress message move task
Amazon SQS                                               sqs:ChangeMessageVisibility                                                      Write                   Grants permission to change the visibility timeout of a specified message in a queue to a new value
Amazon SQS                                               sqs:CreateQueue                                                                  Write                   Grants permission to create a new queue, or returns the URL of an existing one
Amazon SQS                                               sqs:DeleteMessage                                                                Write                   Grants permission to delete the specified message from the specified queue
Amazon SQS                                               sqs:DeleteQueue                                                                  Write                   Grants permission to delete the queue specified by the queue URL, regardless of whether the queue is empty
Amazon SQS                                               sqs:GetQueueAttributes                                                           Read                    Grants permission to get attributes for the specified queue
Amazon SQS                                               sqs:GetQueueUrl                                                                  Read                    Grants permission to return the URL of an existing queue
Amazon SQS                                               sqs:ListDeadLetterSourceQueues                                                   Read                    Grants permission to return a list of your queues that have the RedrivePolicy queue attribute configured with a dead letter queue
Amazon SQS                                               sqs:ListMessageMoveTasks                                                         Read                    Grants permission to list message move tasks
Amazon SQS                                               sqs:ListQueues                                                                   Read                    Grants permission to return a list of your queues
Amazon SQS                                               sqs:ListQueueTags                                                                Read                    Grants permission to list tags added to an SQS queue
Amazon SQS                                               sqs:PurgeQueue                                                                   Write                   Grants permission to delete the messages in a queue specified by the queue URL
Amazon SQS                                               sqs:ReceiveMessage                                                               Read                    Grants permission to retrieve one or more messages, with a maximum limit of 10 messages, from the specified queue
Amazon SQS                                               sqs:RemovePermission                                                             Permissions management  Grants permission to revoke any permissions in the queue policy that matches the specified Label parameter
Amazon SQS                                               sqs:SendMessage                                                                  Write                   Grants permission to deliver a message to the specified queue
Amazon SQS                                               sqs:SetQueueAttributes                                                           Write                   Grants permission to set the value of one or more queue attributes
Amazon SQS                                               sqs:StartMessageMoveTask                                                         Write                   Grants permission to start a message move task
Amazon SQS                                               sqs:TagQueue                                                                     Tagging                 Grants permission to add tags to the specified SQS queue
Amazon SQS                                               sqs:UntagQueue                                                                   Tagging                 Grants permission to remove tags from the specified SQS queue
AWS Systems Manager                                      ssm:AddTagsToResource                                                            Tagging                 Grants permission to add or overwrite one or more tags for a specified AWS resource
AWS Systems Manager                                      ssm:AssociateOpsItemRelatedItem                                                  Write                   Grants permission to associate RelatedItem to an OpsItem
AWS Systems Manager                                      ssm:CancelCommand                                                                Write                   Grants permission to cancel a specified Run Command command
AWS Systems Manager                                      ssm:CancelMaintenanceWindowExecution                                             Write                   Grants permission to cancel an in-progress maintenance window execution
AWS Systems Manager                                      ssm:CreateActivation                                                             Write                   Grants permission to create an activation that is used to register on-premises servers and virtual machines (VMs) with Systems Manager
AWS Systems Manager                                      ssm:CreateAssociation                                                            Write                   Grants permission to associate a specified Systems Manager document with specified instances or other targets
AWS Systems Manager                                      ssm:CreateAssociationBatch                                                       Write                   Grants permission to combine entries for multiple CreateAssociation operations in a single command
AWS Systems Manager                                      ssm:CreateDocument                                                               Write                   Grants permission to create a Systems Manager SSM document
AWS Systems Manager                                      ssm:CreateMaintenanceWindow                                                      Write                   Grants permission to create a maintenance window
AWS Systems Manager                                      ssm:CreateOpsItem                                                                Write                   Grants permission to create an OpsItem in OpsCenter
AWS Systems Manager                                      ssm:CreateOpsMetadata                                                            Write                   Grants permission to create an OpsMetadata object for an AWS resource
AWS Systems Manager                                      ssm:CreatePatchBaseline                                                          Write                   Grants permission to create a patch baseline
AWS Systems Manager                                      ssm:CreateResourceDataSync                                                       Write                   Grants permission to create a resource data sync configuration, which regularly collects inventory data from managed instances and updates the data in an Amazon S3 bucket
AWS Systems Manager                                      ssm:DeleteActivation                                                             Write                   Grants permission to delete a specified activation for managed instances
AWS Systems Manager                                      ssm:DeleteAssociation                                                            Write                   Grants permission to disassociate a specified SSM document from a specified instance
AWS Systems Manager                                      ssm:DeleteDocument                                                               Write                   Grants permission to delete a specified SSM document and its instance associations
AWS Systems Manager                                      ssm:DeleteInventory                                                              Write                   Grants permission to delete a specified custom inventory type, or the data associated with a custom inventory type
AWS Systems Manager                                      ssm:DeleteMaintenanceWindow                                                      Write                   Grants permission to delete a specified maintenance window
AWS Systems Manager                                      ssm:DeleteOpsItem                                                                Write                   Grants permission to delete an OpsItem
AWS Systems Manager                                      ssm:DeleteOpsMetadata                                                            Write                   Grants permission to delete an OpsMetadata object
AWS Systems Manager                                      ssm:DeleteParameter                                                              Write                   Grants permission to delete a specified SSM parameter
AWS Systems Manager                                      ssm:DeleteParameters                                                             Write                   Grants permission to delete multiple specified SSM parameters
AWS Systems Manager                                      ssm:DeletePatchBaseline                                                          Write                   Grants permission to delete a specified patch baseline
AWS Systems Manager                                      ssm:DeleteResourceDataSync                                                       Write                   Grants permission to delete a specified resource data sync
AWS Systems Manager                                      ssm:DeleteResourcePolicy                                                         Permissions management  Grants permission to delete a Systems Manager resource policy
AWS Systems Manager                                      ssm:DeregisterManagedInstance                                                    Write                   Grants permission to deregister a specified on-premises server or virtual machine (VM) from Systems Manager
AWS Systems Manager                                      ssm:DeregisterPatchBaselineForPatchGroup                                         Write                   Grants permission to deregister a specified patch baseline from being the default patch baseline for a specified patch group
AWS Systems Manager                                      ssm:DeregisterTargetFromMaintenanceWindow                                        Write                   Grants permission to deregister a specified target from a maintenance window
AWS Systems Manager                                      ssm:DeregisterTaskFromMaintenanceWindow                                          Write                   Grants permission to deregister a specified task from a maintenance window
AWS Systems Manager                                      ssm:DescribeActivations                                                          Read                    Grants permission to view details about a specified managed instance activation, such as when it was created and the number of instances registered using the activation
AWS Systems Manager                                      ssm:DescribeAssociation                                                          Read                    Grants permission to view details about the specified association for a specified instance or target
AWS Systems Manager                                      ssm:DescribeAssociationExecutions                                                Read                    Grants permission to view all executions for a specified association
AWS Systems Manager                                      ssm:DescribeAssociationExecutionTargets                                          Read                    Grants permission to view information about a specified association execution
AWS Systems Manager                                      ssm:DescribeAutomationExecutions                                                 Read                    Grants permission to view details about all active and terminated Automation executions
AWS Systems Manager                                      ssm:DescribeAutomationStepExecutions                                             Read                    Grants permission to view information about all active and terminated step executions in an Automation workflow
AWS Systems Manager                                      ssm:DescribeAvailablePatches                                                     Read                    Grants permission to view all patches eligible to include in a patch baseline
AWS Systems Manager                                      ssm:DescribeDocument                                                             Read                    Grants permission to view details about a specified SSM document
AWS Systems Manager                                      ssm:DescribeDocumentParameters                                                   Read                    Grants permission to display information about SSM document parameters in the Systems Manager console (internal Systems Manager action)
AWS Systems Manager                                      ssm:DescribeDocumentPermission                                                   Read                    Grants permission to view the permissions for a specified SSM document
AWS Systems Manager                                      ssm:DescribeEffectiveInstanceAssociations                                        Read                    Grants permission to view all current associations for a specified instance
AWS Systems Manager                                      ssm:DescribeEffectivePatchesForPatchBaseline                                     Read                    Grants permission to view details about the patches currently associated with the specified patch baseline (Windows only)
AWS Systems Manager                                      ssm:DescribeInstanceAssociationsStatus                                           Read                    Grants permission to view the status of the associations for a specified instance
AWS Systems Manager                                      ssm:DescribeInstanceInformation                                                  Read                    Grants permission to view details about a specified instance
AWS Systems Manager                                      ssm:DescribeInstancePatches                                                      Read                    Grants permission to view general details about the patches on a specified instance
AWS Systems Manager                                      ssm:DescribeInstancePatchStates                                                  Read                    Grants permission to view status details about patches on a specified instance
AWS Systems Manager                                      ssm:DescribeInstancePatchStatesForPatchGroup                                     Read                    Grants permission to describe the high-level patch state for the instances in the specified patch group
AWS Systems Manager                                      ssm:DescribeInstanceProperties                                                   Read                    Grants permission to user's Amazon EC2 console to render managed instances' nodes
AWS Systems Manager                                      ssm:DescribeInventoryDeletions                                                   Read                    Grants permission to view details about a specified inventory deletion
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowExecutions                                          List                    Grants permission to view the executions of a specified maintenance window
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowExecutionTaskInvocations                            List                    Grants permission to view details of a specified task execution for a maintenance window
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowExecutionTasks                                      List                    Grants permission to view details about the tasks that ran during a specified maintenance window execution
AWS Systems Manager                                      ssm:DescribeMaintenanceWindows                                                   List                    Grants permission to view information about all or specified maintenance windows
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowSchedule                                            List                    Grants permission to view details about upcoming executions of a specified maintenance window
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowsForTarget                                          List                    Grants permission to view information about the maintenance window targets and tasks associated with a specified instance
AWS Systems Manager                                      ssm:DescribeMaintenanceWindowTargets                                             List                    Grants permission to view a list of the targets associated with a specified maintenance window
